
10	1.981300
20	2.017500
30	1.706800
40	1.662000
50	1.448300
60	1.227400
70	1.085700
80	0.969000
90	0.982300
100	0.933400
110	0.791200
120	0.844100
130	0.779300
140	0.747200
150	0.719300
160	0.747200
170	0.713000
180	0.709200
190	0.732000
200	0.680400
210	0.733700
220	0.638600
230	0.668000
240	0.683400
250	0.784400
260	0.711200
270	0.701200
280	0.609500
290	0.640400
300	0.655300
310	0.612500
320	0.582000
330	0.562100
340	0.634300
350	0.558100
360	0.556300
370	0.548400
380	0.601700
390	0.581600
400	0.559900
410	0.544200
420	0.623600
430	0.636400
440	0.601500
450	0.551000
460	0.535200
470	0.521300
480	0.519600
490	0.556800
500	0.550800
510	0.564100
520	0.584400
530	0.562900
540	0.560000
550	0.526500
560	0.584000
570	0.500100
580	0.507500
590	0.564700
600	0.561700
610	0.465900
620	0.502100
630	0.491700
640	0.502600
650	0.563500
660	0.530300
670	0.544400
680	0.528200
690	0.516200
700	0.521100
710	0.484700
720	0.457900
730	0.475500
740	0.551300
750	0.528800
760	0.446800
770	0.450900
780	0.480600
790	0.539000
800	0.455900
810	0.466400
820	0.450900
830	0.466800
840	0.520900
850	0.509400
860	0.505700
870	0.501400
880	0.504200
890	0.439800
900	0.464100
910	0.438300

10	0.456700
20	0.445200
30	0.489400
40	0.514000
50	0.539000
60	0.500200
70	0.490800
80	0.510000
90	0.443800
100	0.524300
110	0.567800
120	0.499900
130	0.502400
140	0.469500
150	0.456400
160	0.503000
170	0.480400
180	0.498900
190	0.520300
200	0.509700
210	0.534500
220	0.504400
230	0.521300
240	0.443000
250	0.486100
260	0.419800
270	0.478100
280	0.441400
290	0.476500
300	0.490100
310	0.470100
320	0.462300
330	0.455400
340	0.492000
350	0.446200
360	0.420500
370	0.488500
380	0.458700
390	0.470000
400	0.445900
410	0.405700
420	0.485800
430	0.422000
440	0.486500
450	0.465000
460	0.478100
470	0.403800
480	0.440100
490	0.368500
500	0.501600
510	0.404000
520	0.427200
530	0.439700
540	0.462000
550	0.388900
560	0.454800
570	0.460900
580	0.389600
590	0.353900
600	0.382300
610	0.433600
620	0.395500
630	0.446000
640	0.435600
650	0.364400
660	0.384000
670	0.390200
680	0.393800
690	0.331600
700	0.376200
710	0.368700
720	0.421600
730	0.409200
740	0.415400
750	0.378100
760	0.394400
770	0.342200
780	0.345300
790	0.355600
800	0.361800
810	0.380600
820	0.373100
830	0.384800
840	0.368200
850	0.388100
860	0.385300
870	0.352000
880	0.418500
890	0.361700
900	0.320700
910	0.359000
